sep=	
time (source1)	x	time (source1)	y	time (source1)	z
58.547	32	58.545	188	58.545	-1016
58.575	36	58.582	200	58.577	-1012
58.614	36	58.6	192	58.602	-1012
58.63	40	58.633	204	58.629	-1020
58.664	40	58.667	188	58.657	-1016
58.687	28	58.684	188	58.685	-1012
58.714	32	58.712	204	58.713	-1016
58.743	32	58.744	196	58.742	-1012
58.777	32	58.768	200	58.777	-1020
58.798	28	58.796	200	58.8	-1012
58.827	32	58.829	192	58.83	-1028
58.861	28	58.855	196	58.857	-1020
58.885	36	58.886	196	58.886	-1020
58.915	32	58.92	200	58.913	-1032
58.943	32	58.94	188	58.953	-1028
58.971	40	58.971	196	58.969	-1016
59.001	32	59.005	196	58.998	-1024
59.037	40	59.024	200	59.025	-1028
59.055	32	59.052	192	59.053	-1024
59.082	36	59.08	200	59.087	-1012
59.111	36	59.109	192	59.109	-1012
59.139	36	59.142	196	59.138	-1012
59.172	28	59.163	192	59.168	-1012
59.194	32	59.192	196	59.193	-1020
59.223	36	59.222	200	59.221	-1020
59.253	32	59.255	192	59.25	-1016
59.279	32	59.275	196	59.285	-1008
59.306	28	59.307	192	59.305	-1020
59.338	24	59.337	200	59.333	-1008
59.369	32	59.359	196	59.37	-1012
59.39	32	59.389	192	59.39	-1016
59.419	32	59.422	196	59.419	-1020
59.454	28	59.444	196	59.452	-1020
59.476	36	59.476	204	59.473	-1024
59.509	40	59.505	188	59.504	-1008
59.537	36	59.528	208	59.543	-1004
59.558	36	59.559	196	59.561	-1028
59.59	40	59.597	188	59.596	-1012
59.629	36	59.617	192	59.617	-1016
59.647	36	59.649	196	59.645	-1020
59.681	44	59.673	196	59.673	-1016
59.704	40	59.701	192	59.701	-1012
59.731	36	59.738	200	59.732	-1012
59.769	36	59.757	200	59.757	-1020
59.787	44	59.786	200	59.785	-1016
59.817	24	59.814	196	59.814	-1012
59.843	36	59.84	200	59.842	-1020
59.871	28	59.879	200	59.879	-1024
59.9	40	59.898	192	59.897	-1016
59.928	32	59.931	196	59.93	-1012
59.962	32	59.952	200	59.954	-1008
59.983	36	59.984	196	59.981	-1012
60.015	32	60.01	200	60.01	-1020
60.04	32	60.037	192	60.037	-1020
60.067	32	60.065	192	60.073	-1020
60.095	40	60.092	188	60.093	-1020
60.123	32	60.125	200	60.123	-1020
60.157	32	60.15	192	60.149	-1024
60.179	28	60.177	200	60.18	-1012
60.208	32	60.212	196	60.209	-1028
60.235	32	60.235	192	60.237	-1008
60.265	32	60.264	204	60.265	-1016
60.295	36	60.297	196	60.294	-1012
60.329	28	60.32	192	60.321	-1020
60.351	28	60.349	204	60.349	-1020
60.378	40	60.383	196	60.378	-1012
60.407	32	60.406	188	60.405	-1020
60.434	44	60.432	196	60.433	-1016
60.463	36	60.469	196	60.463	-1016
60.49	32	60.488	192	60.489	-1016
60.518	36	60.516	200	60.517	-1024
60.547	40	60.544	200	60.547	-1020
60.575	36	60.572	196	60.573	-1020
60.603	40	60.602	196	60.601	-1016
60.632	32	60.641	196	60.656	-1024
60.658	40	60.659	196	60.689	-1012
60.687	36	60.723	200	60.726	-1020
60.755	32	60.763	192	60.733	-1024
60.775	32	60.779	204	60.747	-1020
60.811	36	60.785	196	60.769	-1012
60.817	24	60.799	200	60.797	-1012
60.831	32	60.825	204	60.825	-1012
60.857	40	60.852	192	60.853	-1016
60.882	28	60.888	196	60.884	-1012
60.92	24	60.908	200	60.913	-1016
60.938	28	60.941	200	60.941	-1008
60.969	40	60.973	192	60.971	-1012
61.005	32	60.997	196	60.997	-1008
61.027	36	61.024	200	61.025	-1008
61.056	36	61.061	196	61.053	-1016
61.082	36	61.079	204	61.081	-1012
61.11	36	61.108	200	61.109	-1016
61.139	28	61.145	192	61.141	-1012
61.166	28	61.163	204	61.165	-1020
61.194	40	61.195	192	61.193	-1016
61.224	36	61.22	200	61.226	-1024
61.25	40	61.247	192	61.249	-1016
61.279	40	61.278	200	61.281	-1012
61.31	28	61.306	192	61.305	-1020
61.335	32	61.336	200	61.333	-1016
61.366	36	61.36	192	61.361	-1016
61.39	36	61.389	196	61.392	-1028
61.419	36	61.417	196	61.417	-1012
61.448	36	61.446	188	61.445	-1012
61.477	36	61.473	200	61.474	-1016
61.503	32	61.505	196	61.502	-1012
61.531	32	61.529	204	61.53	-1012
61.559	32	61.557	196	61.557	-1016
61.587	32	61.587	196	61.598	-1020
61.616	24	61.615	200	61.618	-1016
61.645	28	61.65	196	61.651	-1024
61.681	48	61.673	200	61.673	-1012
61.704	28	61.703	200	61.701	-1012
61.735	32	61.728	196	61.729	-1024
61.759	32	61.756	200	61.757	-1024
61.786	32	61.791	188	61.788	-1012
61.814	32	61.812	188	61.814	-1012
61.843	24	61.841	196	61.841	-1020
61.872	36	61.868	200	61.877	-1020
61.899	36	61.896	192	61.897	-1016
61.926	28	61.929	204	61.925	-1020
61.961	24	61.951	196	61.954	-1020
61.982	40	61.98	188	61.983	-1020
62.01	32	62.022	196	62.009	-1016
62.039	32	62.039	196	62.037	-1020
62.07	36	62.075	196	62.065	-1016
62.107	36	62.091	196	62.093	-1008
62.122	36	62.12	192	62.121	-1020
62.15	28	62.157	200	62.158	-1016
62.181	36	62.176	196	62.177	-1020
62.207	36	62.211	192	62.206	-1020
62.243	28	62.231	204	62.233	-1016
62.262	36	62.26	196	62.264	-1008
62.291	32	62.294	196	62.295	-1020
62.318	36	62.318	200	62.321	-1020
62.349	40	62.35	196	62.35	-1020
62.381	40	62.376	196	62.377	-1008
62.407	40	62.404	192	62.405	-1024
62.434	32	62.439	200	62.434	-1020
62.462	28	62.459	192	62.463	-1020
62.49	36	62.488	196	62.489	-1008
62.52	36	62.519	192	62.517	-1024
62.549	36	62.544	196	62.545	-1016
62.574	36	62.578	192	62.576	-1008
62.602	40	62.599	196	62.601	-1024
62.631	36	62.63	196	62.63	-1004
62.66	36	62.655	192	62.657	-1024
62.686	32	62.686	188	62.686	-1020
62.716	32	62.723	196	62.715	-1020
62.749	28	62.74	196	62.742	-1016
62.771	40	62.769	196	62.769	-1016
62.8	36	62.796	188	62.797	-1012
62.827	28	62.825	192	62.825	-1016
62.855	28	62.86	196	62.853	-1020
62.891	28	62.88	192	62.881	-1016
62.91	36	62.908	196	62.909	-1016
62.939	32	62.943	196	62.937	-1016
62.976	36	62.964	200	62.969	-1008
62.995	40	62.996	204	62.997	-1004
63.023	32	63.03	196	63.032	-1024
63.063	32	63.053	204	63.053	-1028
63.083	36	63.085	204	63.081	-1012
63.117	36	63.109	200	63.11	-1020
63.139	36	63.138	196	63.138	-1024
63.167	40	63.167	196	63.176	-1016
63.198	28	63.193	196	63.193	-1020
63.224	36	63.229	204	63.225	-1016
63.261	36	63.249	192	63.25	-1020
63.279	40	63.279	192	63.278	-1020
63.31	32	63.305	192	63.305	-1020
63.335	24	63.337	188	63.333	-1024
63.367	36	63.36	196	63.361	-1012
63.39	36	63.388	192	63.389	-1028
63.418	32	63.422	192	63.418	-1012
63.454	36	63.445	196	63.446	-1020
63.475	32	63.474	192	63.473	-1016
63.503	44	63.501	196	63.508	-1020
63.532	36	63.527	196	63.529	-1016
63.558	28	63.56	200	63.558	-1020
63.592	32	63.584	196	63.585	-1020
63.615	36	63.612	184	63.613	-1020
63.644	36	63.65	196	63.646	-1016
63.671	32	63.668	200	63.673	-1016
63.698	36	63.699	196	63.701	-1016
63.73	32	63.728	204	63.729	-1024
63.758	36	63.756	196	63.757	-1024
63.787	28	63.785	200	63.785	-1012
63.815	36	63.813	196	63.813	-1024
63.844	28	63.841	200	63.841	-1024
63.871	36	63.87	192	63.869	-1016
63.899	44	63.905	196	63.904	-1028
63.935	32	63.925	204	63.926	-1016
63.956	40	63.957	200	63.957	-1020
63.989	32	63.984	204	63.981	-1028
64.011	32	64.009	192	64.01	-1024
64.041	28	64.037	196	64.037	-1020
64.066	40	64.066	192	64.065	-1024
64.097	36	64.098	192	64.093	-1008
64.13	28	64.119	188	64.121	-1012
64.15	28	64.151	200	64.149	-1024
64.18	28	64.175	200	64.181	-1012
64.206	36	64.204	200	64.205	-1016
64.234	32	64.234	188	64.236	-1020
64.265	36	64.261	200	64.262	-1016
64.291	28	64.289	204	64.289	-1024
64.32	36	64.321	188	64.317	-1024
64.354	36	64.345	200	64.348	-1020
64.375	32	64.372	192	64.377	-1020
64.402	32	64.409	204	64.406	-1012
64.441	36	64.432	196	64.433	-1016
64.463	36	64.465	200	64.461	-1024
64.497	36	64.495	192	64.49	-1024
64.526	36	64.518	196	64.517	-1012
64.548	32	64.544	188	64.546	-1020
64.575	36	64.579	192	64.578	-1012
64.602	44	64.599	192	64.601	-1016
64.63	28	64.63	200	64.629	-1020
64.662	24	64.656	204	64.661	-1012
64.686	32	64.684	204	64.685	-1024
64.714	28	64.714	200	64.713	-1024
64.746	36	64.741	208	64.75	-1008
64.77	40	64.771	204	64.769	-1016
64.801	36	64.804	192	64.797	-1020
64.834	32	64.824	192	64.832	-1008
64.855	32	64.852	196	64.854	-1012
64.884	36	64.883	188	64.882	-1012
64.915	36	64.908	192	64.909	-1004
64.939	24	64.937	200	64.938	-1020
64.969	36	64.977	196	64.972	-1020
65.006	36	64.993	200	64.993	-1020
65.023	36	65.025	192	65.027	-1020
65.056	32	65.049	192	65.053	-1020
65.079	40	65.08	200	65.081	-1016
65.111	36	65.108	192	65.118	-1016
65.139	40	65.136	204	65.137	-1016
65.166	32	65.171	196	65.165	-1020
65.202	36	65.192	192	65.193	-1012
65.222	28	65.223	196	65.222	-1012
65.252	32	65.255	196	65.254	-1008
65.278	32	65.276	192	65.277	-1016
65.307	36	65.306	196	65.305	-1012
65.339	44	65.332	196	65.333	-1008
65.363	32	65.36	200	65.361	-1012
65.39	32	65.397	200	65.396	-1020
65.429	36	65.416	192	65.418	-1008
65.447	32	65.45	192	65.446	-1020
65.482	32	65.474	196	65.473	-1016
65.504	36	65.502	196	65.502	-1016
65.531	36	65.528	196	65.53	-1016
65.559	36	65.558	196	65.558	-1016
65.588	32	65.592	196	65.591	-1020
65.624	36	65.614	200	65.613	-1020
65.645	36	65.644	204	65.641	-1008
65.676	32	65.671	200	65.669	-1020
65.7	32	65.695	196	65.697	-1020
65.726	40	65.725	192	65.73	-1016
65.755	32	65.752	196	65.757	-1020
65.782	40	65.786	200	65.785	-1020
65.816	40	65.812	192	65.813	-1020
65.842	32	65.85	204	65.849	-1004
65.871	36	65.87	204	65.905	-1024
65.899	28	65.903	196	65.936	-1008
65.934	32	65.979	204	65.971	-1024
65.99	32	66.015	200	65.99	-1012
66.021	40	66.036	200	65.997	-1016
66.068	28	66.042	196	66.012	-1012
66.074	32	66.057	204	66.037	-1020
66.089	32	66.067	196	66.065	-1016
66.097	32	66.098	200	66.093	-1016
66.13	36	66.12	200	66.121	-1012
66.15	36	66.147	192	66.149	-1020
66.178	36	66.189	192	66.178	-1024
66.22	28	66.204	204	66.205	-1012
66.235	32	66.233	200	66.233	-1016
66.263	40	66.259	200	66.263	-1032
66.29	32	66.287	200	66.29	-1016
66.318	40	66.316	192	66.317	-1020
66.348	24	66.345	204	66.346	-1020
66.377	36	66.372	200	66.373	-1012
66.402	36	66.408	196	66.404	-1016
66.44	32	66.428	200	66.433	-1012
66.458	32	66.459	200	66.461	-1016
66.489	32	66.496	200	66.493	-1024
66.519	40	66.516	200	66.517	-1024
66.546	28	66.546	200	66.545	-1012
66.577	24	66.574	196	66.574	-1024
66.604	40	66.6	200	66.601	-1016
66.63	40	66.631	208	66.63	-1024
66.661	36	66.658	196	66.658	-1016
66.687	32	66.693	200	66.691	-1016
66.725	36	66.714	196	66.713	-1024
66.745	28	66.744	200	66.742	-1020
66.776	32	66.769	196	66.769	-1012
66.799	32	66.798	204	66.798	-1020
66.828	36	66.824	196	66.825	-1012
66.855	36	66.857	200	66.853	-1024
66.888	32	66.889	192	66.889	-1024
66.92	36	66.909	200	66.91	-1020
66.938	32	66.943	196	66.938	-1016
66.975	36	66.965	192	66.986	-1020
66.996	28	66.993	200	66.995	-1016
67.023	36	67.04	200	67.021	-1016
67.072	32	67.049	188	67.049	-1008
67.08	32	67.075	196	67.077	-1012
67.106	32	67.103	192	67.108	-1016
67.134	36	67.144	188	67.143	-1020
67.163	36	67.162	200	67.165	-1012
67.193	36	67.196	196	67.198	-1020
67.228	40	67.221	192	67.221	-1016
67.251	36	67.25	192	67.249	-1032
67.282	32	67.276	192	67.277	-1024
67.307	32	67.305	196	67.306	-1024
67.336	32	67.333	204	67.334	-1024
67.363	28	67.362	196	67.361	-1020
67.392	32	67.389	196	67.39	-1024
67.42	36	67.416	196	67.417	-1008
67.446	32	67.452	200	67.449	-1020
67.483	36	67.473	192	67.473	-1024
67.503	28	67.502	188	67.502	-1012
67.533	28	67.529	200	67.529	-1020
67.561	32	67.557	188	67.557	-1016
67.588	36	67.585	196	67.585	-1024
67.615	40	67.613	196	67.613	-1024
67.643	36	67.651	188	67.648	-1012
67.681	40	67.67	192	67.673	-1020
67.7	32	67.701	188	67.7	-1020
67.733	32	67.731	200	67.725	-1028
67.76	28	67.755	200	67.755	-1016
67.786	32	67.78	192	67.781	-1016
67.811	32	67.809	188	67.813	-1012
67.84	36	67.838	196	67.85	-1020
67.868	36	67.869	192	67.87	-1024
67.899	40	67.905	192	67.906	-1020
67.937	32	67.925	196	67.925	-1016
67.955	32	67.959	204	67.955	-1020
67.991	28	67.982	204	67.981	-1016
68.011	24	68.01	192	68.009	-1016
68.04	28	68.037	204	68.037	-1024
68.067	32	68.067	196	68.065	-1024
68.094	36	68.093	200	68.101	-1008
68.123	28	68.12	196	68.121	-1020
68.15	36	68.153	192	68.149	-1024
68.184	36	68.176	192	68.177	-1012
68.207	36	68.204	196	68.205	-1012
68.234	36	68.242	200	68.236	-1024
68.264	36	68.26	204	68.261	-1020
68.291	36	68.29	192	68.289	-1016
68.321	24	68.315	196	68.325	-1012
68.346	32	68.343	196	68.345	-1016
68.374	32	68.377	192	68.374	-1024
68.409	28	68.402	196	68.401	-1036
68.432	36	68.429	192	68.429	-1016
68.459	40	68.464	200	68.457	-1008
68.487	32	68.484	200	68.488	-1012
68.514	32	68.511	196	68.517	-1024
68.542	32	68.549	200	68.547	-1020
68.581	40	68.572	192	68.573	-1020
68.603	40	68.6	196	68.602	-1020
68.631	36	68.636	204	68.631	-1024
68.66	28	68.657	192	68.657	-1008
68.687	32	68.685	196	68.685	-1024
68.715	32	68.711	196	68.723	-1020
68.742	36	68.74	196	68.741	-1024
68.77	36	68.775	204	68.769	-1016
68.806	20	68.796	200	68.804	-1024
68.827	40	68.824	196	68.825	-1012
68.856	40	68.858	200	68.855	-1020
68.888	40	68.881	196	68.881	-1012
68.911	44	68.908	208	68.91	-1016
68.94	36	68.936	196	68.947	-1020
68.966	36	68.964	204	68.965	-1020
68.995	28	69	200	68.995	-1012
69.032	32	69.021	196	69.021	-1024
69.051	32	69.05	196	69.049	-1024
69.08	32	69.077	204	69.084	-1020
69.109	28	69.104	200	69.105	-1008
69.134	32	69.138	196	69.133	-1012
69.168	36	69.159	196	69.161	-1012
69.19	24	69.19	192	69.193	-1012
69.218	28	69.225	200	69.223	-1012
69.246	36	69.247	200	69.249	-1016
69.278	36	69.277	196	69.277	-1012
69.307	36	69.306	192	69.305	-1012
69.335	32	69.331	192	69.333	-1016
69.362	36	69.37	196	69.362	-1020
69.402	28	69.388	196	69.389	-1020
69.419	36	69.416	192	69.418	-1016
69.447	32	69.443	196	69.452	-1016
69.474	36	69.472	200	69.474	-1020
69.503	40	69.505	192	69.501	-1020
69.536	40	69.531	192	69.536	-1028
69.559	32	69.556	196	69.557	-1020
69.587	40	69.589	196	69.585	-1024
69.62	32	69.611	196	69.618	-1016
69.642	32	69.641	196	69.641	-1016
69.671	32	69.672	200	69.669	-1016
69.702	24	69.696	192	69.707	-1016
69.727	36	69.724	208	69.725	-1016
69.755	28	69.76	204	69.759	-1016
69.791	40	69.78	196	69.781	-1008
69.81	32	69.812	200	69.812	-1012
69.844	40	69.838	200	69.838	-1012
69.868	36	69.869	196	69.868	-1020
69.897	36	69.894	192	69.907	-1008
69.924	36	69.922	200	69.925	-1020
69.953	32	69.959	200	69.954	-1020
69.992	32	69.981	200	69.981	-1004
70.011	44	70.01	192	70.01	-1020
70.04	36	70.037	204	70.038	-1012
70.069	40	70.065	200	70.065	-1012
70.095	40	70.103	192	70.095	-1020
70.135	32	70.121	192	70.121	-1016
70.15	32	70.149	196	70.153	-1016
70.18	36	70.177	204	70.178	-1008
70.207	40	70.211	196	70.205	-1020
70.238	32	70.24	200	70.233	-1020
70.273	44	70.262	192	70.262	-1012
70.292	32	70.288	196	70.289	-1016
70.319	36	70.317	200	70.317	-1016
70.347	40	70.345	192	70.345	-1020
70.375	32	70.386	196	70.373	-1020
70.403	28	70.402	208	70.401	-1020
70.431	32	70.434	196	70.429	-1016
70.466	32	70.456	204	70.457	-1008
70.487	32	70.484	196	70.486	-1028
70.515	32	70.519	196	70.516	-1020
70.542	28	70.542	192	70.541	-1024
70.574	28	70.569	200	70.572	-1012
70.6	32	70.595	196	70.621	-1016
70.626	28	70.629	196	70.646	-1020
70.657	28	70.688	200	70.683	-1016
70.719	32	70.699	200	70.693	-1016
70.731	36	70.737	196	70.713	-1012
70.768	40	70.747	204	70.741	-1012
70.779	24	70.767	196	70.769	-1020
70.798	44	70.806	204	70.803	-1028
70.826	36	70.823	204	70.825	-1024
70.854	28	70.856	192	70.854	-1024
70.887	36	70.893	196	70.886	-1016
70.911	32	70.908	200	70.909	-1016
70.939	40	70.94	196	70.937	-1016
70.971	36	70.965	192	70.965	-1016
70.995	20	70.993	192	70.993	-1012
71.022	28	71.033	188	71.029	-1012
71.051	36	71.05	200	71.049	-1016
71.079	32	71.081	200	71.078	-1016
71.113	36	71.104	188	71.105	-1016
71.134	32	71.132	192	71.133	-1016
71.163	28	71.16	200	71.17	-1012
71.19	28	71.188	200	71.189	-1004
71.218	32	71.223	204	71.217	-1020
71.255	36	71.243	196	71.247	-1020
71.274	36	71.272	204	71.277	-1008
71.303	44	71.311	196	71.31	-1020
71.334	32	71.331	200	71.333	-1016
71.362	40	71.362	196	71.361	-1020
71.394	28	71.387	200	71.389	-1016
71.418	40	71.418	196	71.417	-1020
71.447	32	71.451	200	71.447	-1024
71.483	40	71.472	192	71.477	-1016
71.503	36	71.502	200	71.501	-1012
71.532	32	71.545	192	71.529	-1020
71.566	36	71.558	204	71.557	-1016
71.588	28	71.594	200	71.593	-1016
71.615	36	71.613	192	71.613	-1012
71.644	28	71.646	200	71.648	-1016
71.677	40	71.669	200	71.67	-1016
71.698	32	71.702	200	71.697	-1012
71.734	36	71.726	192	71.725	-1016
71.756	40	71.752	196	71.754	-1020
71.783	40	71.78	196	71.781	-1020
71.81	28	71.809	208	71.812	-1028
71.84	32	71.843	192	71.843	-1012
71.875	28	71.867	192	71.865	-1016
71.897	36	71.897	200	71.894	-1020
71.928	36	71.92	192	71.921	-1028
71.951	32	71.952	204	71.952	-1020
71.979	32	71.976	196	71.995	-1024
72.007	40	72.007	200	72.009	-1016
72.038	28	72.048	200	72.039	-1016
72.081	36	72.064	208	72.065	-1024
72.095	40	72.093	192	72.093	-1020
72.123	24	72.127	192	72.123	-1024
72.151	32	72.148	204	72.15	-1012
72.178	36	72.177	200	72.177	-1016
72.209	32	72.205	196	72.212	-1016
72.236	32	72.232	196	72.233	-1016
72.262	28	72.264	200	72.261	-1016
72.296	36	72.287	192	72.289	-1020
72.318	44	72.316	192	72.317	-1016
72.346	36	72.348	204	72.349	-1028
72.381	36	72.374	200	72.373	-1024
72.403	32	72.405	192	72.401	-1020
72.435	32	72.429	204	72.429	-1016
72.46	32	72.457	196	72.457	-1020
72.487	28	72.494	204	72.495	-1020
72.515	36	72.513	184	72.514	-1016
72.543	40	72.548	200	72.545	-1024
72.578	36	72.569	204	72.569	-1020
72.599	36	72.599	192	72.598	-1012
72.63	36	72.624	196	72.628	-1024
72.655	32	72.654	200	72.658	-1020
72.684	40	72.691	200	72.691	-1016
72.723	32	72.715	192	72.713	-1016
72.745	24	72.744	196	72.742	-1020
72.776	24	72.769	192	72.769	-1012
72.8	32	72.798	196	72.797	-1020
72.827	40	72.832	200	72.836	-1012
72.854	36	72.852	204	72.853	-1008
72.882	36	72.889	196	72.881	-1020
72.922	40	72.908	196	72.909	-1020
72.938	32	72.935	192	72.937	-1012
72.966	40	72.972	196	72.967	-1024
72.994	32	72.991	196	72.993	-1020
73.022	32	73.023	200	73.021	-1020
73.054	28	73.047	204	73.049	-1020
73.078	32	73.077	192	73.077	-1020
73.108	44	73.11	192	73.105	-1024
73.143	32	73.132	204	73.133	-1020
73.163	44	73.16	204	73.161	-1016
73.19	32	73.2	188	73.195	-1008
73.232	32	73.216	200	73.217	-1028
73.247	40	73.248	196	73.245	-1016
73.28	36	73.272	200	73.273	-1016
73.303	24	73.3	200	73.301	-1016
73.331	28	73.337	192	73.332	-1024
73.359	40	73.356	200	73.361	-1020
73.386	28	73.398	196	73.395	-1024
73.43	32	73.416	196	73.417	-1020
73.447	32	73.447	192	73.445	-1020
73.479	36	73.472	200	73.473	-1024
73.502	28	73.499	200	73.501	-1016
73.53	40	73.536	192	73.531	-1016
73.567	32	73.555	196	73.557	-1020
73.586	36	73.585	196	73.585	-1020
73.615	32	73.611	196	73.615	-1020
73.642	40	73.64	200	73.641	-1020
73.67	36	73.668	184	73.669	-1016
73.699	32	73.698	188	73.706	-1020
73.727	36	73.724	188	73.725	-1012
73.755	36	73.758	192	73.753	-1012
73.789	20	73.78	196	73.789	-1024
73.811	36	73.809	200	73.809	-1016
73.839	44	73.84	196	73.838	-1016
73.872	36	73.864	196	73.865	-1020
73.895	32	73.894	196	73.893	-1020
73.923	36	73.925	196	73.921	-1016
73.958	32	73.947	196	73.949	-1020
73.978	32	73.976	204	73.977	-1008
74.007	32	74.012	200	74.005	-1016
74.044	36	74.031	200	74.037	-1020
74.062	36	74.064	204	74.065	-1016
74.093	36	74.104	196	74.093	-1024
74.123	36	74.122	196	74.122	-1020
74.153	40	74.148	200	74.149	-1012
74.178	32	74.177	204	74.177	-1016
74.208	36	74.213	192	74.213	-1016
74.246	40	74.232	196	74.233	-1024
74.263	40	74.267	192	74.263	-1016
74.297	32	74.289	204	74.289	-1012
74.319	36	74.318	200	74.319	-1012
74.348	44	74.346	188	74.345	-1020
74.376	40	74.376	208	74.373	-1024
74.405	24	74.401	196	74.401	-1020
74.431	36	74.429	196	74.429	-1012
74.458	32	74.465	204	74.465	-1016
74.487	40	74.486	188	74.485	-1012
74.515	28	74.518	196	74.515	-1020
74.55	36	74.542	200	74.541	-1016
74.572	36	74.569	196	74.569	-1020
74.601	28	74.595	196	74.601	-1016
74.626	40	74.624	200	74.625	-1008
74.654	40	74.654	204	74.658	-1020
74.685	36	74.679	204	74.681	-1012
74.71	36	74.714	196	74.712	-1016
74.743	32	74.742	196	74.741	-1016
74.766	32	74.767	196	74.769	-1012
74.797	32	74.796	192	74.797	-1016
74.827	36	74.831	204	74.825	-1016
74.864	32	74.852	200	74.853	-1016
74.882	32	74.88	196	74.881	-1012
74.91	32	74.919	200	74.917	-1016
74.939	28	74.937	192	74.938	-1016
74.97	28	74.971	204	74.968	-1016
75.001	32	74.993	196	74.996	-1024
75.023	32	75.028	200	75.023	-1020
75.056	36	75.05	204	75.049	-1020
75.081	32	75.077	204	75.08	-1012
75.108	24	75.115	196	75.151	-1020
75.135	28	75.141	196	75.185	-1012
75.167	32	75.206	192	75.204	-1016
75.236	36	75.249	196	75.21	-1016
75.272	32	75.256	200	75.217	-1016
75.288	28	75.262	200	75.245	-1020
75.294	32	75.277	192	75.273	-1032
75.31	36	75.3	200	75.301	-1016
75.331	28	75.328	192	75.33	-1012
75.358	32	75.361	196	75.361	-1024
75.386	40	75.387	200	75.386	-1020
75.417	36	75.414	196	75.417	-1020
75.445	32	75.441	204	75.453	-1008
75.471	32	75.472	192	75.473	-1016
75.502	24	75.507	200	75.509	-1008
75.539	36	75.528	208	75.529	-1016
75.558	28	75.563	196	75.558	-1024
75.593	32	75.585	196	75.586	-1012
75.614	40	75.613	204	75.613	-1020
75.644	32	75.65	204	75.647	-1016
75.671	32	75.668	200	75.669	-1020
75.698	36	75.699	200	75.699	-1012
75.731	40	75.728	196	75.725	-1012
75.759	32	75.753	188	75.753	-1012
75.783	28	75.788	196	75.781	-1020
75.81	28	75.808	188	75.809	-1016
75.84	36	75.836	196	75.837	-1024
75.866	36	75.864	196	75.87	-1016
75.895	40	75.893	192	75.893	-1024
75.923	32	75.923	200	75.921	-1020
75.955	32	75.949	188	75.955	-1016
75.979	32	75.977	188	75.977	-1020
76.008	36	76.007	204	76.006	-1008
76.039	40	76.032	204	76.033	-1020
76.063	32	76.062	200	76.061	-1020
76.093	36	76.089	200	76.101	-1016
76.119	28	76.118	188	76.121	-1020
76.147	44	76.155	204	76.149	-1016
76.187	28	76.177	200	76.178	-1024
76.207	32	76.204	196	76.206	-1020
76.234	32	76.235	196	76.233	-1012
76.267	28	76.261	196	76.261	-1012
76.291	36	76.298	196	76.299	-1016
76.319	28	76.316	196	76.317	-1024
76.346	36	76.352	188	76.349	-1020
76.383	40	76.373	196	76.373	-1020
76.403	40	76.406	192	76.405	-1020
76.436	32	76.428	192	76.429	-1024
76.459	40	76.459	196	76.457	-1016
76.49	32	76.485	204	76.485	-1016
76.515	40	76.512	204	76.513	-1012
76.542	28	76.549	196	76.541	-1016
76.571	40	76.571	196	76.569	-1016
76.598	40	76.606	200	76.605	-1020
76.638	28	76.624	192	76.625	-1016
76.655	28	76.658	192	76.654	-1016
76.69	36	76.681	200	76.681	-1016
76.712	36	76.71	196	76.709	-1020
76.739	40	76.751	204	76.737	-1016
76.782	32	76.765	196	76.765	-1020
76.795	40	76.797	192	76.796	-1016
76.83	28	76.821	184	76.825	-1012
76.852	28	76.852	196	76.853	-1020
76.882	40	76.881	208	76.881	-1020
76.911	40	76.91	200	76.91	-1016
76.939	36	76.936	204	76.945	-1020
76.966	28	76.965	196	76.965	-1020
76.995	36	76.999	196	76.999	-1012
77.031	36	77.02	204	77.021	-1024
77.05	36	77.053	196	77.055	-1024
77.084	40	77.077	196	77.077	-1016
77.107	44	77.109	200	77.106	-1012
77.141	40	77.131	192	77.144	-1024
77.162	36	77.16	196	77.161	-1020
77.191	36	77.195	200	77.189	-1020
77.227	40	77.216	192	77.217	-1020
77.246	24	77.246	196	77.245	-1020
77.274	36	77.277	196	77.277	-1020
77.302	36	77.299	204	77.301	-1016
77.33	32	77.33	196	77.329	-1016
77.361	40	77.355	196	77.368	-1016
77.386	32	77.383	204	77.385	-1012
77.414	32	77.423	200	77.413	-1020
77.455	32	77.44	192	77.441	-1020
77.471	36	77.47	196	77.472	-1008
77.499	28	77.507	200	77.507	-1016
77.527	24	77.528	192	77.529	-1008
77.558	32	77.56	196	77.557	-1012
77.592	32	77.585	200	77.585	-1020
77.616	32	77.613	200	77.614	-1012
77.643	40	77.649	192	77.647	-1020
77.671	40	77.67	188	77.669	-1012
77.7	32	77.701	196	77.697	-1016
77.733	36	77.726	196	77.725	-1016
77.756	36	77.756	196	77.753	-1012
77.784	36	77.78	192	77.781	-1016
77.81	36	77.809	196	77.809	-1016
77.84	32	77.846	204	77.837	-1020
77.878	40	77.866	204	77.866	-1016
77.895	32	77.892	192	77.893	-1008
77.922	32	77.922	196	77.932	-1012
77.954	28	77.949	200	77.949	-1020
77.98	24	77.986	192	77.978	-1020
78.018	32	78.008	196	78.005	-1016
78.036	40	78.033	200	78.034	-1020
78.064	32	78.061	200	78.061	-1012
78.092	28	78.089	204	78.089	-1020
78.12	28	78.117	192	78.117	-1016
78.147	28	78.144	196	78.145	-1024
78.174	36	78.171	200	78.183	-1012
